system:index,ValleyName,annual_total_precipitation,year,.geo
00000000000000000001_16,BORDER RIVERS,1902332.1183413542,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_17,BORDER RIVERS,1408666.9696165621,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_18,BORDER RIVERS,1281085.3119763494,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_19,BORDER RIVERS,1454069.1119645922,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_20,BORDER RIVERS,1074737.7557401117,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_21,BORDER RIVERS,1131396.810626426,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_22,BORDER RIVERS,1478281.0763018327,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_23,BORDER RIVERS,1333387.050146091,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_24,BORDER RIVERS,1269389.6585452363,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_25,BORDER RIVERS,1095494.9507039154,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_26,BORDER RIVERS,1422866.7396908477,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_27,BORDER RIVERS,1332842.283706857,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_28,BORDER RIVERS,1636166.761897516,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_29,BORDER RIVERS,1703150.2272021493,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_30,BORDER RIVERS,1667278.0316652579,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_31,BORDER RIVERS,1411129.6582909287,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_32,BORDER RIVERS,1063791.770536979,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_33,BORDER RIVERS,1406375.319643154,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_34,BORDER RIVERS,1577051.585623509,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_35,BORDER RIVERS,1316725.7137959297,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_36,BORDER RIVERS,1275404.2985866168,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_37,BORDER RIVERS,988450.7813169865,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_38,BORDER RIVERS,1225999.418896216,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_39,BORDER RIVERS,1638908.2261224529,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_40,BORDER RIVERS,2036066.681399996,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_41,BORDER RIVERS,1213917.4832591088,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_42,BORDER RIVERS,1552456.8867486268,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_43,BORDER RIVERS,1597590.0765074464,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_0,BROKEN,103283.17686258182,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_1,BROKEN,163707.81786630448,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_2,BROKEN,164602.9032625814,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_3,BROKEN,133236.48573139208,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_4,BROKEN,177779.74295524778,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_5,BROKEN,157315.71364790792,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_6,BROKEN,172217.08663176882,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_7,BROKEN,220022.35371306379,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_8,BROKEN,175469.3183324801,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_9,BROKEN,160865.12246194083,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_10,BROKEN,152736.60551876985,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_11,BROKEN,226721.1612224392,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_12,BROKEN,161389.7852715336,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_13,BROKEN,170841.46852540842,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_14,BROKEN,194489.86135508402,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_15,BROKEN,131570.5408383594,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_16,BROKEN,130952.84162685907,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_17,BROKEN,157745.24836350325,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_18,BROKEN,174860.50884856732,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_19,BROKEN,152111.8331783779,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_20,BROKEN,130405.85808689639,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_21,BROKEN,148998.52711068915,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_22,BROKEN,154301.4201056405,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_23,BROKEN,167292.25955207128,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_24,BROKEN,121279.3752811832,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_25,BROKEN,116377.6010535598,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_26,BROKEN,138267.04886828343,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_27,BROKEN,139609.3044075543,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_28,BROKEN,199107.1259387187,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_29,BROKEN,220420.51895048333,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_30,BROKEN,182327.25385347178,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_31,BROKEN,155163.32605567967,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_32,BROKEN,169223.80620652018,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_33,BROKEN,138605.6482919405,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_34,BROKEN,203799.32121529864,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_35,BROKEN,152439.6543318351,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_36,BROKEN,132024.0708938812,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_37,BROKEN,134842.20658422943,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_38,BROKEN,164155.65095552226,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_39,BROKEN,179227.31148308978,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_40,BROKEN,201781.94744366326,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_41,BROKEN,205966.17445065052,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_42,BROKEN,180093.755606842,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_43,BROKEN,151887.92285697075,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,CAMPASPE,60207.68859101675,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_1,CAMPASPE,98544.15607879982,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_2,CAMPASPE,98853.27672434037,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_3,CAMPASPE,79413.39386521297,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_4,CAMPASPE,102521.4694184888,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_5,CAMPASPE,100319.3506617034,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_6,CAMPASPE,102935.03433274706,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_7,CAMPASPE,110839.4409774065,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_8,CAMPASPE,91513.55554718453,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_9,CAMPASPE,92060.93020935173,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_10,CAMPASPE,89353.53299194851,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_11,CAMPASPE,134898.49740371524,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_12,CAMPASPE,85792.38249483854,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_13,CAMPASPE,88304.12697231535,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_14,CAMPASPE,111391.85983631962,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_15,CAMPASPE,75991.02911086736,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_16,CAMPASPE,77482.51269216582,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_17,CAMPASPE,88377.8278795754,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_18,CAMPASPE,96827.14432103094,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_19,CAMPASPE,90654.26261663277,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_20,CAMPASPE,71045.53729497081,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_21,CAMPASPE,83873.4506228769,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_22,CAMPASPE,80187.79666140894,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_23,CAMPASPE,95275.84673942588,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_24,CAMPASPE,77793.95208401306,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_25,CAMPASPE,75228.39548301841,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_26,CAMPASPE,76187.21745284866,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_27,CAMPASPE,82283.50873664797,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_28,CAMPASPE,116662.73352121041,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_29,CAMPASPE,137937.58718402017,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_30,CAMPASPE,98587.96448840415,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_31,CAMPASPE,90110.2434952252,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_32,CAMPASPE,87667.66223522073,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_33,CAMPASPE,71988.57976205277,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_34,CAMPASPE,101347.83125816626,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_35,CAMPASPE,89156.85135865051,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_36,CAMPASPE,80448.62477777633,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_37,CAMPASPE,82216.30861769542,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_38,CAMPASPE,98603.2540596352,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_39,CAMPASPE,94567.04194710724,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_40,CAMPASPE,109892.19108024813,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_41,CAMPASPE,108626.19901950937,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_42,CAMPASPE,100490.16032646682,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_43,CAMPASPE,74564.79233003645,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,CASTLEREAGH,292370.68289699726,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_1,CASTLEREAGH,413570.32097926346,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_2,CASTLEREAGH,491460.88608419243,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_3,CASTLEREAGH,295518.1150900157,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_4,CASTLEREAGH,325138.0258547055,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_5,CASTLEREAGH,347105.4697176287,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_6,CASTLEREAGH,395957.2559611216,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_7,CASTLEREAGH,404848.8270621183,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_8,CASTLEREAGH,422812.5028419208,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_9,CASTLEREAGH,331524.1243621763,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_10,CASTLEREAGH,330245.74583382026,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_11,CASTLEREAGH,434965.64407348505,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_12,CASTLEREAGH,284653.1476649199,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_13,CASTLEREAGH,391686.2138495572,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_14,CASTLEREAGH,425282.3721322188,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_15,CASTLEREAGH,366382.32669373945,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_16,CASTLEREAGH,513042.25743257377,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_17,CASTLEREAGH,399068.0807140845,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_18,CASTLEREAGH,429301.21495428315,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_19,CASTLEREAGH,395753.5778171084,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_20,CASTLEREAGH,246843.9159454985,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_21,CASTLEREAGH,297539.1753929551,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_22,CASTLEREAGH,345573.02803970635,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_23,CASTLEREAGH,377445.62042427,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_24,CASTLEREAGH,287472.39199692104,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_25,CASTLEREAGH,299198.9645492101,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_26,CASTLEREAGH,429126.6263337763,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_27,CASTLEREAGH,390457.7061427405,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_28,CASTLEREAGH,512858.3886092596,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_29,CASTLEREAGH,443313.52389129036,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_30,CASTLEREAGH,511698.9831359528,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_31,CASTLEREAGH,291658.4988018124,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_32,CASTLEREAGH,294356.50582186837,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_33,CASTLEREAGH,341773.49333078624,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_34,CASTLEREAGH,451315.3015635576,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_35,CASTLEREAGH,273495.48549115023,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_36,CASTLEREAGH,263748.0850197406,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_37,CASTLEREAGH,275268.69787982997,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_38,CASTLEREAGH,418104.2188876539,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_39,CASTLEREAGH,462846.3307035438,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_40,CASTLEREAGH,548648.4119580981,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_41,CASTLEREAGH,329133.4918613179,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_42,CASTLEREAGH,421508.4504396251,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_43,CASTLEREAGH,366869.20224343205,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,CENTRAL MURRAY,339725.760306529,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_1,CENTRAL MURRAY,519680.33530935994,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_2,CENTRAL MURRAY,565038.560402865,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_3,CENTRAL MURRAY,422039.0882090788,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_4,CENTRAL MURRAY,531142.1179810598,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_5,CENTRAL MURRAY,505288.22753539117,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_6,CENTRAL MURRAY,533708.8562102616,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_7,CENTRAL MURRAY,676363.8146778166,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_8,CENTRAL MURRAY,555366.9559291295,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_9,CENTRAL MURRAY,479258.76534835435,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_10,CENTRAL MURRAY,465327.20447209873,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_11,CENTRAL MURRAY,712385.054800663,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_12,CENTRAL MURRAY,502999.86821673287,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_13,CENTRAL MURRAY,522081.9208210345,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_14,CENTRAL MURRAY,595299.6406595055,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_15,CENTRAL MURRAY,427068.21183360234,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_16,CENTRAL MURRAY,453715.7401402712,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_17,CENTRAL MURRAY,499920.59579850914,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
