system:index,ValleyName,annual_total_precipitation,year,.geo
00000000000000000000_29,AVOCA,77977.97176760739,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_30,AVOCA,56959.75752823397,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_31,AVOCA,57299.61497162556,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_32,AVOCA,71700.78877383446,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_33,AVOCA,41781.28248869743,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_34,AVOCA,45317.87872532022,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_35,AVOCA,109410.95937798261,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_36,AVOCA,54608.809228652346,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_37,AVOCA,37431.05952830545,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_38,AVOCA,47357.117249578354,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_39,AVOCA,53377.92804294265,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_40,AVOCA,61299.42856719729,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_41,AVOCA,91015.24058175567,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_42,AVOCA,39871.78768845879,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_43,AVOCA,44074.29752783542,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_0,BORDER RIVERS,249244.5413421103,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_1,BORDER RIVERS,161451.3485502117,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_2,BORDER RIVERS,298524.17052556685,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_3,BORDER RIVERS,461552.5806563541,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_4,BORDER RIVERS,347556.70407872077,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_5,BORDER RIVERS,293451.63005149295,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_6,BORDER RIVERS,240926.4779415215,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_7,BORDER RIVERS,359786.3995735262,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_8,BORDER RIVERS,156262.68982489037,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_9,BORDER RIVERS,185609.04975862053,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_10,BORDER RIVERS,144040.0134130431,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_11,BORDER RIVERS,216751.13640387316,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_12,BORDER RIVERS,291791.56259419286,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_13,BORDER RIVERS,110053.99394430881,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_14,BORDER RIVERS,167587.532025989,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_15,BORDER RIVERS,317721.33241986146,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_16,BORDER RIVERS,155907.3942222808,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_17,BORDER RIVERS,554459.6334429354,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_18,BORDER RIVERS,221315.9868301966,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_19,BORDER RIVERS,128587.03149263296,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_20,BORDER RIVERS,213495.22302403415,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_21,BORDER RIVERS,162124.52082156207,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_22,BORDER RIVERS,162464.90481500034,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_23,BORDER RIVERS,207631.11723115257,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_24,BORDER RIVERS,147610.8958403043,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_25,BORDER RIVERS,185496.83739825932,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_26,BORDER RIVERS,174436.90417122247,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_27,BORDER RIVERS,274388.58426476823,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_28,BORDER RIVERS,133767.9628794175,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_29,BORDER RIVERS,491326.47621205606,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_30,BORDER RIVERS,258622.7830271665,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_31,BORDER RIVERS,184659.27013552788,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_32,BORDER RIVERS,148461.66599031497,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_33,BORDER RIVERS,164718.072289563,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_34,BORDER RIVERS,203610.36105036925,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_35,BORDER RIVERS,424320.78319080075,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_36,BORDER RIVERS,137770.47343433285,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_37,BORDER RIVERS,207049.74668025164,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_38,BORDER RIVERS,111187.06226598559,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_39,BORDER RIVERS,189277.47707246384,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_40,BORDER RIVERS,282139.06162719254,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_41,BORDER RIVERS,367800.60512004246,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_42,BORDER RIVERS,113897.40535757819,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_43,BORDER RIVERS,238072.0552837439,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_0,BROKEN,76812.89011558484,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_1,BROKEN,20307.402515184647,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_2,BROKEN,74938.18665541809,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_3,BROKEN,67127.8502047338,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_4,BROKEN,54229.676338667006,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_5,BROKEN,67093.31422055066,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_6,BROKEN,38929.245946365256,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_7,BROKEN,52587.53968717488,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_8,BROKEN,56801.66010024971,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_9,BROKEN,59785.35192311091,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_10,BROKEN,60627.5538238647,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_11,BROKEN,64663.02112803695,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_12,BROKEN,72445.03136595558,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_13,BROKEN,23312.903830358093,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_14,BROKEN,47710.23491384656,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_15,BROKEN,69670.2088942537,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_16,BROKEN,45579.292804558594,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_17,BROKEN,48832.02778483512,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_18,BROKEN,46970.563991377865,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_19,BROKEN,58859.41164245234,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_20,BROKEN,46228.66184586916,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_21,BROKEN,32634.201124493764,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_22,BROKEN,60365.97256748022,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_23,BROKEN,49350.199877682884,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_24,BROKEN,56703.43215028165,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_25,BROKEN,31482.537939677026,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_26,BROKEN,33401.05076379215,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_27,BROKEN,43112.024148439436,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_28,BROKEN,45538.29531028549,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_29,BROKEN,61074.031070919125,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_30,BROKEN,49792.31456407937,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_31,BROKEN,45471.968833934116,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_32,BROKEN,59640.47606815077,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_33,BROKEN,35802.43379509683,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_34,BROKEN,39167.171047344396,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_35,BROKEN,82600.22499736241,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_36,BROKEN,47498.46690580143,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_37,BROKEN,28251.168176195664,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_38,BROKEN,33992.27944837598,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_39,BROKEN,43405.88366867748,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_40,BROKEN,53593.39720097009,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_41,BROKEN,62469.94565188324,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_42,BROKEN,32098.03196076832,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_43,BROKEN,36368.92929369047,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,CAMPASPE,41125.0750977708,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_1,CAMPASPE,12142.598672041706,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_2,CAMPASPE,44033.1484647821,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_3,CAMPASPE,35684.46689108821,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_4,CAMPASPE,31957.74695455701,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_5,CAMPASPE,33147.61818137591,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_6,CAMPASPE,23492.410109995388,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_7,CAMPASPE,31930.963595493646,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_8,CAMPASPE,31464.89267488741,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_9,CAMPASPE,30989.130579390716,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_10,CAMPASPE,34237.23739634543,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_11,CAMPASPE,34556.051092878515,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_12,CAMPASPE,46286.62949708678,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_13,CAMPASPE,13272.019065939674,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_14,CAMPASPE,25848.419411213254,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_15,CAMPASPE,38307.88916720782,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_16,CAMPASPE,27957.21147218591,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_17,CAMPASPE,25428.71531671215,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_18,CAMPASPE,26012.77559717309,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_19,CAMPASPE,30425.56789619174,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_20,CAMPASPE,25937.43494995716,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_21,CAMPASPE,17210.665424563842,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_22,CAMPASPE,31131.00608173493,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_23,CAMPASPE,27901.40278825947,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_24,CAMPASPE,26187.534773484404,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_25,CAMPASPE,23039.775369417435,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_26,CAMPASPE,21066.842283287708,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_27,CAMPASPE,26184.91892269499,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_28,CAMPASPE,31227.41242407116,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_29,CAMPASPE,38576.59898773036,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_30,CAMPASPE,27199.332692315536,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_31,CAMPASPE,26234.22950093325,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_32,CAMPASPE,37668.17489654129,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_33,CAMPASPE,20306.819026579564,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_34,CAMPASPE,20883.660612127835,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_35,CAMPASPE,45635.74499983413,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_36,CAMPASPE,23878.212904703403,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_37,CAMPASPE,17558.715599055387,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_38,CAMPASPE,21111.61834310972,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_39,CAMPASPE,25566.5137322842,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_40,CAMPASPE,26576.703140262063,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_41,CAMPASPE,37175.82010822764,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_42,CAMPASPE,15830.94246826593,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_43,CAMPASPE,21185.515122933964,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,CASTLEREAGH,71364.03824269689,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_1,CASTLEREAGH,29391.237032414883,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_2,CASTLEREAGH,97100.33413295649,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_3,CASTLEREAGH,120482.56960329523,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_4,CASTLEREAGH,89860.8608214028,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_5,CASTLEREAGH,105658.4232925635,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_6,CASTLEREAGH,80068.88871616378,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_7,CASTLEREAGH,97446.66423482103,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_8,CASTLEREAGH,61109.891054474596,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_9,CASTLEREAGH,70950.33731836574,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_10,CASTLEREAGH,52757.48294769362,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_11,CASTLEREAGH,75552.73976449264,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_12,CASTLEREAGH,107238.58196667554,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_13,CASTLEREAGH,28640.721772821253,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_14,CASTLEREAGH,61564.85281664813,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_15,CASTLEREAGH,127633.42394547554,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_16,CASTLEREAGH,72137.43260482927,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_17,CASTLEREAGH,195494.20652558518,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_18,CASTLEREAGH,77598.20867880955,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_19,CASTLEREAGH,60565.62378921418,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_20,CASTLEREAGH,72138.30528366144,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_21,CASTLEREAGH,33928.88088551833,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_22,CASTLEREAGH,78078.43172505838,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_23,CASTLEREAGH,66615.69994425772,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_24,CASTLEREAGH,83125.60810844331,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_25,CASTLEREAGH,62361.76075879313,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_26,CASTLEREAGH,32209.52977456626,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_27,CASTLEREAGH,86711.13181818335,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_28,CASTLEREAGH,47745.22657474676,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_29,CASTLEREAGH,136712.04921101124,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_30,CASTLEREAGH,82063.0225545897,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_31,CASTLEREAGH,67468.2802718368,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_32,CASTLEREAGH,51894.21272226011,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_33,CASTLEREAGH,59355.13277646374,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_34,CASTLEREAGH,58258.18829341074,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_35,CASTLEREAGH,135078.703869462,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_36,CASTLEREAGH,33561.20134238074,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_37,CASTLEREAGH,41272.080583230156,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_38,CASTLEREAGH,30307.51568442746,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_39,CASTLEREAGH,88134.01011809596,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_40,CASTLEREAGH,92273.79537398438,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_41,CASTLEREAGH,144277.9318181574,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_42,CASTLEREAGH,41138.839045795285,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_43,CASTLEREAGH,78254.03390628348,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,CENTRAL MURRAY,215320.96488452773,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_1,CENTRAL MURRAY,66627.00895274334,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_2,CENTRAL MURRAY,205653.8659908652,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_3,CENTRAL MURRAY,216367.87693174812,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_4,CENTRAL MURRAY,165411.2457674222,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_5,CENTRAL MURRAY,207973.82318459926,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_6,CENTRAL MURRAY,127593.92143461724,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_7,CENTRAL MURRAY,149226.2298283444,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_8,CENTRAL MURRAY,154421.90110732202,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_9,CENTRAL MURRAY,176099.15297078257,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_10,CENTRAL MURRAY,164581.78400693706,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_11,CENTRAL MURRAY,197237.1491846437,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_12,CENTRAL MURRAY,204215.07417464923,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_13,CENTRAL MURRAY,70205.26785852386,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_14,CENTRAL MURRAY,138437.93740087448,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_15,CENTRAL MURRAY,201958.3719210701,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_16,CENTRAL MURRAY,143535.36396108355,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_17,CENTRAL MURRAY,157763.85690329463,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_18,CENTRAL MURRAY,141989.24899934971,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
