system:index,Wetland,annual_total_precipitation,subwetland,year,.geo
00000000000000000044_14,Banrock Station Wetland Complex,68.65974735886444,Banrock Station Wetland,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_15,Banrock Station Wetland Complex,94.79310753018248,Banrock Station Wetland,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_16,Banrock Station Wetland Complex,82.52763595113568,Banrock Station Wetland,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_17,Banrock Station Wetland Complex,79.33068972054649,Banrock Station Wetland,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_18,Banrock Station Wetland Complex,61.05586894586975,Banrock Station Wetland,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_19,Banrock Station Wetland Complex,75.46964877259498,Banrock Station Wetland,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_20,Banrock Station Wetland Complex,86.17079965881274,Banrock Station Wetland,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_21,Banrock Station Wetland Complex,44.7284585312301,Banrock Station Wetland,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_22,Banrock Station Wetland Complex,70.67419296900431,Banrock Station Wetland,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_23,Banrock Station Wetland Complex,74.67374749978384,Banrock Station Wetland,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_24,Banrock Station Wetland Complex,89.29036248618482,Banrock Station Wetland,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_25,Banrock Station Wetland Complex,55.350176606458774,Banrock Station Wetland,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_26,Banrock Station Wetland Complex,42.59173918050878,Banrock Station Wetland,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_27,Banrock Station Wetland Complex,61.53275301549949,Banrock Station Wetland,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_28,Banrock Station Wetland Complex,82.52492716172162,Banrock Station Wetland,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_29,Banrock Station Wetland Complex,99.22072659146554,Banrock Station Wetland,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_30,Banrock Station Wetland Complex,55.37605167323468,Banrock Station Wetland,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_31,Banrock Station Wetland Complex,57.60212840379453,Banrock Station Wetland,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_32,Banrock Station Wetland Complex,67.98118390569499,Banrock Station Wetland,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_33,Banrock Station Wetland Complex,47.31568580515244,Banrock Station Wetland,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_34,Banrock Station Wetland Complex,54.44249252197789,Banrock Station Wetland,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_35,Banrock Station Wetland Complex,106.37711187811458,Banrock Station Wetland,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_36,Banrock Station Wetland Complex,52.52169921281292,Banrock Station Wetland,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_37,Banrock Station Wetland Complex,47.01751171233607,Banrock Station Wetland,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_38,Banrock Station Wetland Complex,44.63794694881813,Banrock Station Wetland,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_39,Banrock Station Wetland Complex,72.53741396922692,Banrock Station Wetland,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_40,Banrock Station Wetland Complex,74.69876192364039,Banrock Station Wetland,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_41,Banrock Station Wetland Complex,105.25598806025936,Banrock Station Wetland,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_42,Banrock Station Wetland Complex,39.909578388345004,Banrock Station Wetland,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_43,Banrock Station Wetland Complex,51.42232767039655,Banrock Station Wetland,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_0,Barmah-Millewa,130.12639173292646,Reedbed Swamps,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_1,Barmah-Millewa,40.67863865412918,Reedbed Swamps,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_2,Barmah-Millewa,143.63025858542497,Reedbed Swamps,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_3,Barmah-Millewa,128.84669018072242,Reedbed Swamps,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_4,Barmah-Millewa,120.62419546164718,Reedbed Swamps,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_5,Barmah-Millewa,118.33061119691997,Reedbed Swamps,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_6,Barmah-Millewa,93.7604932382995,Reedbed Swamps,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_7,Barmah-Millewa,90.1526770699258,Reedbed Swamps,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_8,Barmah-Millewa,112.93713312990526,Reedbed Swamps,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_9,Barmah-Millewa,97.57307141715405,Reedbed Swamps,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_10,Barmah-Millewa,101.66288964421142,Reedbed Swamps,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_11,Barmah-Millewa,128.12993084496142,Reedbed Swamps,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_12,Barmah-Millewa,117.52068410714466,Reedbed Swamps,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_13,Barmah-Millewa,42.84563967573877,Reedbed Swamps,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_14,Barmah-Millewa,79.82109855764054,Reedbed Swamps,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_15,Barmah-Millewa,125.67851590175253,Reedbed Swamps,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_16,Barmah-Millewa,83.31542721121919,Reedbed Swamps,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_17,Barmah-Millewa,87.782445862714,Reedbed Swamps,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_18,Barmah-Millewa,87.25878738609016,Reedbed Swamps,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_19,Barmah-Millewa,89.88591894495721,Reedbed Swamps,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_20,Barmah-Millewa,85.30167061020346,Reedbed Swamps,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_21,Barmah-Millewa,47.21805091839211,Reedbed Swamps,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_22,Barmah-Millewa,111.06649707532397,Reedbed Swamps,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_23,Barmah-Millewa,92.72819748345545,Reedbed Swamps,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_24,Barmah-Millewa,100.13881209083632,Reedbed Swamps,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_25,Barmah-Millewa,59.222314601786,Reedbed Swamps,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_26,Barmah-Millewa,55.80342529755013,Reedbed Swamps,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_27,Barmah-Millewa,75.56410764993404,Reedbed Swamps,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_28,Barmah-Millewa,81.28787482673047,Reedbed Swamps,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_29,Barmah-Millewa,114.24008524558124,Reedbed Swamps,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_30,Barmah-Millewa,96.78926865961039,Reedbed Swamps,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_31,Barmah-Millewa,84.24162778153139,Reedbed Swamps,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_32,Barmah-Millewa,96.71215507984162,Reedbed Swamps,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_33,Barmah-Millewa,74.7824681599935,Reedbed Swamps,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_34,Barmah-Millewa,70.8734100187526,Reedbed Swamps,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_35,Barmah-Millewa,153.2532415904251,Reedbed Swamps,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_36,Barmah-Millewa,80.12221949100494,Reedbed Swamps,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_37,Barmah-Millewa,48.03157111195957,Reedbed Swamps,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_38,Barmah-Millewa,71.09755508806191,Reedbed Swamps,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_39,Barmah-Millewa,82.52676955531625,Reedbed Swamps,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_40,Barmah-Millewa,83.6585087780859,Reedbed Swamps,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_41,Barmah-Millewa,124.319542518784,Reedbed Swamps,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_42,Barmah-Millewa,56.080386425467104,Reedbed Swamps,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_43,Barmah-Millewa,69.2877199790057,Reedbed Swamps,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_0,Barmah-Millewa,28.904662711246342,Barmah Lake,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_1,Barmah-Millewa,9.826665998907652,Barmah Lake,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_2,Barmah-Millewa,33.73948555366666,Barmah Lake,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_3,Barmah-Millewa,30.799518008325613,Barmah Lake,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_4,Barmah-Millewa,29.30292972770392,Barmah Lake,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_5,Barmah-Millewa,27.55350181191575,Barmah Lake,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_6,Barmah-Millewa,20.93445615581438,Barmah Lake,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_7,Barmah-Millewa,21.92745333325629,Barmah Lake,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_8,Barmah-Millewa,24.422128983104933,Barmah Lake,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_9,Barmah-Millewa,22.539292310733423,Barmah Lake,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_10,Barmah-Millewa,24.559704257927688,Barmah Lake,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_11,Barmah-Millewa,32.899052565705546,Barmah Lake,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_12,Barmah-Millewa,29.731409134584318,Barmah Lake,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_13,Barmah-Millewa,10.474685445953819,Barmah Lake,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_14,Barmah-Millewa,17.977968336554135,Barmah Lake,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_15,Barmah-Millewa,29.73815895809847,Barmah Lake,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_16,Barmah-Millewa,19.291823569933577,Barmah Lake,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_17,Barmah-Millewa,20.775127060273118,Barmah Lake,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_18,Barmah-Millewa,21.944420626116734,Barmah Lake,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_19,Barmah-Millewa,21.43164017761455,Barmah Lake,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_20,Barmah-Millewa,20.10950775426977,Barmah Lake,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_21,Barmah-Millewa,10.783519360598397,Barmah Lake,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_22,Barmah-Millewa,24.566620737431098,Barmah Lake,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_23,Barmah-Millewa,21.838761967303707,Barmah Lake,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_24,Barmah-Millewa,24.581195053867265,Barmah Lake,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_25,Barmah-Millewa,13.487213483043746,Barmah Lake,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_26,Barmah-Millewa,12.533916050780054,Barmah Lake,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_27,Barmah-Millewa,17.35305791976405,Barmah Lake,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_28,Barmah-Millewa,18.11308258935517,Barmah Lake,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_29,Barmah-Millewa,28.202819049124624,Barmah Lake,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_30,Barmah-Millewa,22.45850230104783,Barmah Lake,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_31,Barmah-Millewa,20.23204699871587,Barmah Lake,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_32,Barmah-Millewa,25.793208070829806,Barmah Lake,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_33,Barmah-Millewa,18.53257655022191,Barmah Lake,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_34,Barmah-Millewa,16.846448949739045,Barmah Lake,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_35,Barmah-Millewa,35.98417015449674,Barmah Lake,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_36,Barmah-Millewa,18.704323548896642,Barmah Lake,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_37,Barmah-Millewa,11.86392521951713,Barmah Lake,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_38,Barmah-Millewa,16.314444183835796,Barmah Lake,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_39,Barmah-Millewa,19.56347642739614,Barmah Lake,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_40,Barmah-Millewa,19.683799146203434,Barmah Lake,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_41,Barmah-Millewa,29.866249584684187,Barmah Lake,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_42,Barmah-Millewa,13.39624545293696,Barmah Lake,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_43,Barmah-Millewa,15.605867152120554,Barmah Lake,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_0,Barmah-Millewa,87.99488611852422,Moira Lake,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_1,Barmah-Millewa,29.680907191949736,Moira Lake,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_2,Barmah-Millewa,106.13311827977499,Moira Lake,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_3,Barmah-Millewa,91.9087732815275,Moira Lake,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_4,Barmah-Millewa,82.49070182407604,Moira Lake,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_5,Barmah-Millewa,82.9743058863808,Moira Lake,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_6,Barmah-Millewa,59.215180760738896,Moira Lake,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_7,Barmah-Millewa,68.612555214938,Moira Lake,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_8,Barmah-Millewa,75.86396724944021,Moira Lake,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_9,Barmah-Millewa,67.1016401833179,Moira Lake,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_10,Barmah-Millewa,79.74254921277364,Moira Lake,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_11,Barmah-Millewa,89.85289633788315,Moira Lake,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_12,Barmah-Millewa,91.78895789314718,Moira Lake,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_13,Barmah-Millewa,32.120082157265905,Moira Lake,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_14,Barmah-Millewa,53.95969382220623,Moira Lake,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_15,Barmah-Millewa,85.75271815692676,Moira Lake,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_16,Barmah-Millewa,60.2621597776226,Moira Lake,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_17,Barmah-Millewa,59.004066488322096,Moira Lake,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_18,Barmah-Millewa,69.06763280933978,Moira Lake,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_19,Barmah-Millewa,64.00819149391324,Moira Lake,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_20,Barmah-Millewa,61.29133623254065,Moira Lake,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_21,Barmah-Millewa,35.05789586889978,Moira Lake,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_22,Barmah-Millewa,74.37457007239847,Moira Lake,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_23,Barmah-Millewa,69.12275331487844,Moira Lake,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_24,Barmah-Millewa,73.18084069513807,Moira Lake,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_25,Barmah-Millewa,42.332448727944325,Moira Lake,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_26,Barmah-Millewa,39.74948280932857,Moira Lake,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_27,Barmah-Millewa,54.26357687875336,Moira Lake,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_28,Barmah-Millewa,56.64507679471782,Moira Lake,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_29,Barmah-Millewa,87.46418186589784,Moira Lake,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_30,Barmah-Millewa,67.9677732037563,Moira Lake,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_31,Barmah-Millewa,61.07281149882897,Moira Lake,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_32,Barmah-Millewa,75.13462955624449,Moira Lake,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_33,Barmah-Millewa,56.85423834604376,Moira Lake,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_34,Barmah-Millewa,51.09909439928391,Moira Lake,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_35,Barmah-Millewa,108.43914660379,Moira Lake,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_36,Barmah-Millewa,58.25945442891589,Moira Lake,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_37,Barmah-Millewa,36.05792242405462,Moira Lake,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_38,Barmah-Millewa,49.35691215290743,Moira Lake,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_39,Barmah-Millewa,58.286626482477374,Moira Lake,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_40,Barmah-Millewa,59.88590398255516,Moira Lake,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_41,Barmah-Millewa,91.5093109775992,Moira Lake,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_42,Barmah-Millewa,40.606545668957274,Moira Lake,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_43,Barmah-Millewa,47.777652131809916,Moira Lake,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,Barmah-Millewa,5343.943283854047,,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_1,Barmah-Millewa,1603.0852539286898,,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_2,Barmah-Millewa,5687.107997843329,,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_3,Barmah-Millewa,5236.556182923035,,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_4,Barmah-Millewa,4813.397258886169,,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_5,Barmah-Millewa,5017.457612798263,,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_6,Barmah-Millewa,3548.5369516442806,,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_7,Barmah-Millewa,3812.175357892932,,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_8,Barmah-Millewa,4371.805209727849,,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_9,Barmah-Millewa,4039.5332513206145,,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_10,Barmah-Millewa,4151.323823027517,,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_11,Barmah-Millewa,5103.671761167281,,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_12,Barmah-Millewa,5076.454365238488,,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_13,Barmah-Millewa,1756.5386371855645,,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_14,Barmah-Millewa,3233.1624687924095,,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_15,Barmah-Millewa,5074.566275079576,,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_16,Barmah-Millewa,3458.0615768829966,,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_17,Barmah-Millewa,3644.342819521941,,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_18,Barmah-Millewa,3606.0840443213783,,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_19,Barmah-Millewa,3806.212635043556,,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_20,Barmah-Millewa,3429.175783285907,,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_21,Barmah-Millewa,1899.68810126127,,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_22,Barmah-Millewa,4540.304336072417,,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_23,Barmah-Millewa,3777.199201239792,,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
